cusip,duration,yield,base_coupon,price,ytm,ytw,moodys_rating,sp_rating,fitch_rating,trade_rating,price_to_par,coupon_yield_spread,ytm_ytw_spread,moodys_numeric,sp_numeric,fitch_numeric,is_investment_grade
LGJT6Y239,30.0,6.19,5.58,87.35,6.26,6.55,A+,A,AAA,6.6,0.8734999999999999,-0.6100000000000003,0.29000000000000004,17,16,21,True
RDHN3TVW0,13.41,8.64,9.78,112.58,8.58,8.95,A+,AAA,AAA,8.9,1.1258,1.1399999999999988,0.3699999999999992,17,21,21,True
RNGAMG7V4,14.24,8.12,8.56,102.78,7.77,8.12,AA,A+,AA-,2.9,1.0278,0.4400000000000013,0.34999999999999964,19,17,18,True
KWAXFZC30,17.57,6.02,2.45,87.01,5.66,5.81,AA-,BBB-,A+,6.2,0.8701000000000001,-3.5699999999999994,0.14999999999999947,18,12,17,True
MIUU2WY08,9.23,8.22,5.04,85.39,8.25,8.59,A+,BBB,A,9.2,0.8539,-3.1800000000000006,0.33999999999999986,17,13,16,True
TCVV8PEB6,11.83,5.25,3.53,75.4,6.39,6.39,AA-,AA,A+,6.6,0.754,-1.7200000000000002,0.0,18,19,17,True
EF765JUC6,15.57,9.74,6.98,84.3,9.86,10.33,A+,AAA,AA,8.5,0.843,-2.76,0.47000000000000064,17,21,19,True
5ZO420PH6,30.0,8.06,3.63,81.65,8.31,8.31,AA+,AA-,A,8.7,0.8165,-4.430000000000001,0.0,20,18,16,True
Z44TUWPX9,12.09,2.4,1.4,75.92,2.62,3.06,BBB+,AA,A-,6.2,0.7592,-1.0,0.43999999999999995,14,19,15,True
6IJGC6LK3,6.63,5.82,2.76,84.87,5.75,5.82,BBB+,AA-,AA,6.1,0.8487,-3.0600000000000005,0.07000000000000028,14,18,19,True
P9XK11HD9,4.71,4.71,2.5,91.19,4.87,5.07,A+,AAA,AA,7.2,0.9118999999999999,-2.21,0.20000000000000018,17,21,19,True
HO5QZZSG1,6.76,7.47,4.56,69.87,7.58,7.81,BBB+,A+,A-,10.0,0.6987000000000001,-2.91,0.22999999999999954,14,17,15,True
IL8MNOOJ9,29.11,8.51,9.11,105.22,8.55,8.62,A+,BBB,A+,9.8,1.0522,0.5999999999999996,0.06999999999999851,17,13,17,True
B1CSGIGQ6,12.71,2.84,3.57,96.6,2.15,2.86,AAA,AA-,AA,7.7,0.966,0.73,0.71,21,18,19,True
CZA6PLAS4,14.25,8.47,5.26,77.95,8.5,8.5,AA+,BBB+,A,5.2,0.7795000000000001,-3.210000000000001,0.0,20,14,16,True
2H61ZTMA1,20.38,8.38,6.0,88.92,8.58,8.84,A+,AA+,A+,5.9,0.8892,-2.380000000000001,0.2599999999999998,17,20,17,True
42S9M99Q9,13.78,8.52,3.01,69.12,8.84,9.04,AA-,AA-,A,6.7,0.6912,-5.51,0.1999999999999993,18,18,16,True
6L5GT9PH8,5.52,6.56,6.63,95.99,6.43,6.61,AA,A-,AA,5.5,0.9599,0.07000000000000028,0.1800000000000006,19,15,19,True
VC35X5HZ6,11.88,6.22,3.34,92.25,6.06,6.3,A-,A-,A-,6.9,0.9225,-2.88,0.2400000000000002,15,15,15,True
8FM7QCNR1,5.52,7.82,5.1,93.69,7.47,7.48,A-,AA,AA+,9.4,0.9369,-2.7200000000000006,0.010000000000000675,15,19,20,True
1GHHYX8O6,9.85,9.4,7.12,100.55,9.8,9.8,BBB+,AA-,A+,2.3,1.0055,-2.2800000000000002,0.0,14,18,17,True
H5V0XGOY0,15.78,4.64,3.94,96.41,4.71,5.78,AA,AA-,AA-,8.7,0.9641,-0.6999999999999997,1.0700000000000003,19,18,18,True
3JCULN991,30.0,6.98,6.3,110.65,6.48,6.52,A+,AA+,AA-,9.0,1.1065,-0.6800000000000006,0.03999999999999915,17,20,18,True
9LGO8ORI2,16.04,8.65,8.6,81.23,8.59,8.79,AA+,BBB+,AA+,5.6,0.8123,-0.05000000000000071,0.1999999999999993,20,14,20,True
B002EIOC4,15.33,6.27,5.45,81.96,6.77,7.02,BBB,A,AA+,10.0,0.8195999999999999,-0.8199999999999994,0.25,13,16,20,True
91M2LW7L1,7.7,9.51,8.46,94.35,9.79,9.81,A+,AA-,AA-,5.1,0.9434999999999999,-1.049999999999999,0.02000000000000135,17,18,18,True
P4U4NWKY1,15.15,7.36,6.24,90.91,7.49,7.65,A+,A+,A+,7.5,0.9091,-1.12,0.16000000000000014,17,17,17,True
P9GXMX9F5,21.76,4.45,3.99,98.32,4.5,4.5,BBB,AA-,A-,6.0,0.9832,-0.45999999999999996,0.0,13,18,15,True
9S92DZ9T2,8.27,7.36,6.62,102.76,7.37,7.37,A,AA+,AA-,6.6,1.0276,-0.7400000000000002,0.0,16,20,18,True
FHXL6H5R3,30.0,4.21,2.85,97.37,4.51,5.0,A+,A,AA-,5.0,0.9737,-1.3599999999999999,0.4900000000000002,17,16,18,True
M3F912QR0,14.87,8.58,3.26,77.32,8.92,9.04,A+,AA+,A+,7.4,0.7731999999999999,-5.32,0.11999999999999922,17,20,17,True
W5NXN9PW9,17.73,9.77,6.31,82.58,9.47,9.47,BBB+,BBB+,A,6.9,0.8258,-3.46,0.0,14,14,16,True
0PRHEQT23,9.97,7.81,6.63,87.35,7.05,7.1,AA-,AA+,AA-,6.8,0.8734999999999999,-1.1799999999999997,0.04999999999999982,18,20,18,True
0YTHKXCO6,5.4,12.92,9.05,72.82,13.06,13.39,AA-,A,AA,3.1,0.7282,-3.869999999999999,0.33000000000000007,18,16,19,True
1ZNDUCUR4,10.16,4.35,3.26,101.88,4.54,5.03,AA-,A+,A+,8.3,1.0188,-1.0899999999999999,0.4900000000000002,18,17,17,True
N61D6PWM5,6.69,7.78,6.4,100.91,7.05,7.05,A+,AA+,A-,7.9,1.0090999999999999,-1.38,0.0,17,20,15,True
HVF610Z86,17.09,5.26,2.84,101.5,5.67,6.24,AA-,A-,AA-,6.4,1.015,-2.42,0.5700000000000003,18,15,18,True
2JBJUGZ10,26.76,5.67,5.91,92.04,6.33,6.48,BBB+,A+,A,10.0,0.9204000000000001,0.2400000000000002,0.15000000000000036,14,17,16,True
CPE7NIXV8,17.85,5.47,3.04,90.45,5.05,5.2,A+,AA,AA-,3.7,0.9045000000000001,-2.4299999999999997,0.15000000000000036,17,19,18,True
5KX15NGX0,10.63,8.26,7.47,97.92,7.93,8.05,BBB,A-,A+,1.9,0.9792000000000001,-0.79,0.120000000000001,13,15,17,True
8N0MWT3M9,7.45,7.08,4.1,86.02,7.17,7.17,BBB+,A+,BBB-,5.3,0.8602,-2.9800000000000004,0.0,14,17,12,True
2T4LM27C6,9.4,8.15,5.44,68.96,7.88,8.0,AAA,AA-,A-,8.4,0.6896,-2.71,0.1200000000000001,21,18,15,True
BZK4USRL5,7.37,4.6,3.05,89.22,5.06,5.06,BBB+,BBB,AA,5.4,0.8922,-1.5499999999999998,0.0,14,13,19,True
29R6D58K2,10.24,6.96,6.54,102.18,6.11,6.14,A,AA-,BBB-,5.3,1.0218,-0.41999999999999993,0.02999999999999936,16,18,12,True
3UMR0H061,11.25,6.96,4.03,50.0,7.52,7.52,BBB+,BBB+,A-,8.5,0.5,-2.9299999999999997,0.0,14,14,15,True
PLAOSH454,13.25,8.52,7.32,103.0,7.7,7.7,A+,AA,BBB,7.4,1.03,-1.1999999999999993,0.0,17,19,13,True
IEXL16HY4,8.9,5.38,4.41,95.59,5.26,5.36,A+,AA-,A-,8.5,0.9559000000000001,-0.9699999999999998,0.10000000000000053,17,18,15,True
C084J3DR8,9.54,8.31,8.18,88.06,7.77,7.95,AA,BBB+,A-,8.7,0.8806,-0.13000000000000078,0.1800000000000006,19,14,15,True
IGM7145U7,11.26,11.38,8.71,86.84,11.11,11.48,AA,A,AA-,4.7,0.8684000000000001,-2.67,0.370000000000001,19,16,18,True
H5X1D79M7,18.56,9.07,5.05,64.74,8.41,8.41,A+,AA+,AA,4.9,0.6474,-4.0200000000000005,0.0,17,20,19,True
1QX6SH4W7,21.03,4.73,2.05,84.07,4.42,4.68,BBB+,BBB,AA+,8.0,0.8406999999999999,-2.6800000000000006,0.2599999999999998,14,13,20,True
LB7OBSB36,4.73,5.84,5.62,94.94,6.11,6.34,A+,AA+,A,5.3,0.9494,-0.21999999999999975,0.22999999999999954,17,20,16,True
VD7GHW5X7,19.19,4.18,4.18,97.17,4.48,4.48,AA-,A,AA,3.0,0.9717,0.0,0.0,18,16,19,True
6DG6C9C19,10.06,2.19,1.05,82.49,2.21,2.21,A+,BBB+,BBB+,6.0,0.8249,-1.14,0.0,17,14,14,True
24UG6CVL9,11.19,0.0,0.19,96.71,0.0,0.44,AA+,AA,A-,8.3,0.9671,0.19,0.44,20,19,15,True
WKJ8EIV77,11.84,9.88,7.37,86.84,9.58,9.59,AA-,AA,AA-,6.5,0.8684000000000001,-2.5100000000000007,0.009999999999999787,18,19,18,True
UAQQ8BKW9,13.57,9.55,6.53,83.52,10.55,11.1,AAA,AA-,A,7.7,0.8351999999999999,-3.0200000000000005,0.5499999999999989,21,18,16,True
YWWF1ZQI6,19.85,8.86,7.8,91.94,8.34,8.48,BBB,A+,AA-,1.4,0.9194,-1.0599999999999996,0.14000000000000057,13,17,18,True
JHSTG8K06,12.11,11.61,8.17,76.99,11.81,12.25,AAA,A+,A,6.3,0.7698999999999999,-3.4399999999999995,0.4399999999999995,21,17,16,True
Y4AN3HAP9,10.11,5.74,4.0,107.64,5.65,5.85,A-,AA-,A+,8.4,1.0764,-1.7400000000000002,0.1999999999999993,15,18,17,True
Q0GRVESD7,22.02,9.13,7.07,95.67,9.4,9.56,A,AA,AA+,2.6,0.9567,-2.0600000000000005,0.16000000000000014,16,19,20,True
P0MDOJAR9,9.92,8.48,7.04,113.67,8.69,8.69,AA+,AA-,A+,8.6,1.1367,-1.4400000000000004,0.0,20,18,17,True
JSS2VQ1Y5,26.86,6.95,4.19,92.35,7.32,7.54,A-,A-,AA-,5.4,0.9235,-2.76,0.21999999999999975,15,15,18,True
V3DMD6K23,7.2,1.66,0.0,90.29,1.73,2.15,A,BBB+,AA-,10.0,0.9029,-1.66,0.41999999999999993,16,14,18,True
4CJNQRVP3,9.87,7.88,5.22,82.51,7.54,8.11,AA-,A+,AAA,2.1,0.8251000000000001,-2.66,0.5699999999999994,18,17,21,True
BWIF1DGI1,8.39,6.81,3.68,78.2,6.38,6.4,A+,A-,AA,9.9,0.782,-3.1299999999999994,0.020000000000000462,17,15,19,True
GJTWGDOO1,10.92,6.21,3.71,103.7,6.44,7.03,A+,AAA,BBB-,6.1,1.037,-2.5,0.5899999999999999,17,21,12,True
6V3E6Y251,7.19,4.44,4.29,108.77,5.29,5.99,A+,A-,AA,4.5,1.0877,-0.15000000000000036,0.7000000000000002,17,15,19,True
PHVIMAYJ2,28.48,4.06,0.37,88.04,4.88,4.88,AA,BBB+,AA-,5.4,0.8804000000000001,-3.6899999999999995,0.0,19,14,18,True
HFQ060SU8,11.8,4.21,2.1,99.92,4.2,4.63,A+,AA+,A-,7.6,0.9992,-2.11,0.4299999999999997,17,20,15,True
NECNBLPU7,14.87,9.52,4.5,77.17,9.3,9.6,A,AAA,A+,7.6,0.7717,-5.02,0.29999999999999893,16,21,17,True
GKWBS8DA0,10.26,4.78,4.25,77.78,4.45,4.7,A+,AA,A+,10.0,0.7778,-0.5300000000000002,0.25,17,19,17,True
5AYM5J662,18.54,9.81,9.07,108.47,9.62,10.27,A+,A,AAA,8.3,1.0847,-0.7400000000000002,0.6500000000000004,17,16,21,True
54ZKFD7P5,22.04,9.25,8.08,91.61,8.87,9.19,AA-,A+,A-,3.6,0.9161,-1.17,0.3200000000000003,18,17,15,True
Z5GZJ40X2,5.92,9.1,6.37,83.1,9.91,9.93,BBB+,AA-,AA,8.5,0.831,-2.7299999999999995,0.019999999999999574,14,18,19,True
YX5YJINA4,19.09,8.06,5.08,102.72,8.58,8.81,A+,A+,AA+,6.7,1.0272,-2.9800000000000004,0.23000000000000043,17,17,20,True
YRZOSQXC1,7.63,4.51,2.63,92.37,5.5,5.57,AA,A+,A,6.5,0.9237000000000001,-1.88,0.07000000000000028,19,17,16,True
QW5JBEUG1,14.35,7.69,6.9,99.75,7.32,7.78,BBB,A,A,5.7,0.9975,-0.79,0.45999999999999996,13,16,16,True
BL7ISR737,10.5,6.08,2.08,85.82,5.92,6.28,A-,A+,A+,5.4,0.8582,-4.0,0.3600000000000003,15,17,17,True
OYZEHLI25,17.82,2.6,1.51,110.24,3.33,3.81,A,AAA,A-,6.3,1.1024,-1.09,0.48,16,21,15,True
EPFD0CBG8,5.25,6.25,4.41,74.6,6.11,6.57,A,AA+,A+,5.8,0.746,-1.8399999999999999,0.45999999999999996,16,20,17,True
3QFZSATY6,12.23,3.31,2.04,79.29,3.66,4.07,AA,BBB+,A+,5.0,0.7929,-1.27,0.41000000000000014,19,14,17,True
QEUL5AZI5,12.42,3.99,0.22,101.85,4.64,4.64,AA,A-,A+,8.3,1.0185,-3.77,0.0,19,15,17,True
2YR3EWEK9,14.58,4.58,4.0,93.72,4.07,4.29,BBB,AA,AA,8.3,0.9372,-0.5800000000000001,0.21999999999999975,13,19,19,True
R46DJ1TU4,5.16,3.94,2.26,105.82,3.67,3.67,A+,AA+,A+,7.3,1.0582,-1.6800000000000002,0.0,17,20,17,True
HQ8S5ANM1,28.66,7.45,6.05,85.55,7.4,7.78,AAA,AA-,AAA,8.9,0.8554999999999999,-1.4000000000000004,0.3799999999999999,21,18,21,True
NWFHO8491,4.44,11.63,6.1,66.84,11.81,12.27,A+,A-,BBB+,5.2,0.6684,-5.530000000000001,0.4599999999999991,17,15,14,True
LDHF9OZT5,12.72,6.21,2.93,87.55,6.41,6.48,BBB+,BBB+,AA,6.1,0.8755,-3.28,0.07000000000000028,14,14,19,True
IKU52BV42,10.56,7.34,6.28,95.44,6.53,6.62,AA,A,AAA,8.5,0.9544,-1.0599999999999996,0.08999999999999986,19,16,21,True
1DMY1AN23,9.74,1.26,2.57,104.26,1.33,1.51,A,AAA,A+,6.8,1.0426,1.3099999999999998,0.17999999999999994,16,21,17,True
R63RJVTO4,10.08,8.75,6.43,85.06,9.4,10.18,AA+,AA+,A,6.4,0.8506,-2.3200000000000003,0.7799999999999994,20,20,16,True
9PDJC54A7,12.31,1.42,2.07,106.94,1.22,1.48,AA+,A+,AA,2.0,1.0694,0.6499999999999999,0.26,20,17,19,True
EX57ITSK8,3.92,5.23,4.58,100.16,4.4,4.45,BBB+,AAA,BBB+,8.0,1.0016,-0.6500000000000004,0.04999999999999982,14,21,14,True
UPPSFW440,9.4,8.75,6.71,94.95,8.26,8.26,AA+,BBB-,AAA,3.0,0.9495,-2.04,0.0,20,12,21,True
HBDTWLRC4,8.46,8.61,8.95,130.02,8.42,8.67,AA,AA,A,4.7,1.3002,0.33999999999999986,0.25,19,19,16,True
1T8U58441,14.21,5.07,2.39,83.05,5.09,5.5,AA-,AA,AAA,4.5,0.8305,-2.68,0.41000000000000014,18,19,21,True
FR40HF718,18.63,5.47,2.45,85.42,6.27,6.27,A+,A+,AA,4.8,0.8542000000000001,-3.0199999999999996,0.0,17,17,19,True
LGW1A0349,5.4,2.45,0.0,89.16,2.3,2.47,A+,A+,AA,5.9,0.8916,-2.45,0.17000000000000037,17,17,19,True
7W6C3UXY5,14.72,11.26,6.39,53.92,11.23,11.78,AA-,A+,A+,4.2,0.5392,-4.87,0.5499999999999989,18,17,17,True
CUSMI2TR8,21.15,10.21,7.88,79.94,8.99,9.4,A+,AA+,A+,6.3,0.7994,-2.330000000000001,0.41000000000000014,17,20,17,True
76AWJZ378,30.0,7.22,6.2,92.07,8.15,8.15,AAA,A-,A+,6.9,0.9207,-1.0199999999999996,0.0,21,15,17,True
UHP6O3UZ6,10.82,5.11,4.76,106.48,5.2,5.27,A+,AA-,AA-,4.1,1.0648,-0.35000000000000053,0.0699999999999994,17,18,18,True
784Z434R4,16.96,2.6,2.79,119.58,1.79,1.89,A-,A+,A+,6.8,1.1958,0.18999999999999995,0.09999999999999987,15,17,17,True
K1B4ALBZ7,7.69,6.23,3.87,83.47,6.54,6.54,AA-,AA-,A+,8.1,0.8347,-2.3600000000000003,0.0,18,18,17,True
8EZFUWSX5,8.21,8.1,4.48,69.3,7.48,7.97,A+,AA,AA,5.8,0.693,-3.619999999999999,0.4899999999999993,17,19,19,True
6ZH3FN356,8.77,4.62,3.6,91.04,4.31,4.57,AA,A,AA-,7.8,0.9104000000000001,-1.02,0.2600000000000007,19,16,18,True
PZQW6D776,15.55,11.71,8.54,71.44,11.76,11.76,A+,AA,A+,5.6,0.7143999999999999,-3.1700000000000017,0.0,17,19,17,True
4UQAPK9S6,5.82,9.24,8.34,87.19,8.11,8.2,BBB+,AA-,AA-,8.0,0.8719,-0.9000000000000004,0.08999999999999986,14,18,18,True
COYZI5G47,21.12,8.02,4.24,96.79,8.54,8.58,AAA,A-,A+,3.1,0.9679000000000001,-3.7799999999999994,0.040000000000000924,21,15,17,True
HM4312OY6,11.76,1.77,0.0,101.74,1.33,1.41,A+,A+,AA-,6.0,1.0173999999999999,-1.77,0.07999999999999985,17,17,18,True
LBAMRNIH7,8.23,10.7,8.55,93.94,10.64,10.87,AA-,AA-,A+,8.8,0.9394,-2.1499999999999986,0.22999999999999865,18,18,17,True
7NH9CUJY0,16.83,6.68,2.8,82.22,7.0,7.23,A+,AA-,A+,9.3,0.8222,-3.88,0.23000000000000043,17,18,17,True
ZV4GUF164,13.83,4.36,3.21,102.71,4.73,4.73,AA+,AA-,A+,9.4,1.0271,-1.1500000000000004,0.0,20,18,17,True
V5FBERKH8,28.13,9.72,5.88,64.99,10.35,11.22,A,AA,AA+,5.6,0.6498999999999999,-3.8400000000000007,0.870000000000001,16,19,20,True
OKHUIEHY9,10.53,8.05,4.19,80.71,8.54,8.94,AA-,AA-,AA-,9.8,0.8070999999999999,-3.8600000000000003,0.40000000000000036,18,18,18,True
ORA2L4DT9,13.04,5.98,5.05,103.47,6.24,6.7,BBB,AA-,A,10.0,1.0347,-0.9300000000000006,0.45999999999999996,13,18,16,True
0WC3CCCN3,30.0,3.8,3.81,97.88,5.42,5.89,A-,A,A,6.0,0.9788,0.010000000000000231,0.46999999999999975,15,16,16,True
8B3OV46J0,14.43,7.28,3.82,82.69,7.62,7.62,AA,A,AAA,4.8,0.8269,-3.4600000000000004,0.0,19,16,21,True
GVKW9PLZ6,14.1,5.28,2.6,88.93,5.78,6.35,AA-,AAA,AA+,6.5,0.8893000000000001,-2.68,0.5699999999999994,18,21,20,True
KB3HO7HT5,30.0,10.17,5.79,72.38,9.77,9.99,AA,A-,A,10.0,0.7238,-4.38,0.22000000000000064,19,15,16,True
5AY7MZ2U3,19.48,5.01,2.55,75.33,4.87,5.26,A,AA,A,3.6,0.7533,-2.46,0.3899999999999997,16,19,16,True
A1ZE8Q3U1,6.98,4.33,3.74,91.59,4.22,4.67,AA,AA-,AA-,7.0,0.9159,-0.5899999999999999,0.4500000000000002,19,18,18,True
L9KJFC2T8,21.11,4.86,4.62,101.09,4.93,5.71,A,BBB+,A+,4.0,1.0109000000000001,-0.2400000000000002,0.7800000000000002,16,14,17,True
SFJ7EMGR2,13.8,11.54,5.8,68.56,11.38,11.61,AA-,A+,AA+,5.6,0.6856,-5.739999999999999,0.22999999999999865,18,17,20,True
VMI6HNTX4,11.92,5.12,4.17,76.22,4.75,4.8,A,A+,AA,5.2,0.7622,-0.9500000000000002,0.04999999999999982,16,17,19,True
XJMRFKMI5,18.75,4.84,1.61,92.02,5.32,5.88,A+,A,AAA,6.5,0.9201999999999999,-3.2299999999999995,0.5599999999999996,17,16,21,True
G8QRUEUW3,23.29,4.77,6.13,106.86,5.2,5.2,A,A-,AA-,3.5,1.0686,1.3600000000000003,0.0,16,15,18,True
U9A5O8850,14.45,10.11,8.0,99.7,11.43,11.81,A,BBB,AA+,6.6,0.997,-2.1099999999999994,0.3800000000000008,16,13,20,True
8TGKFN152,30.0,6.85,6.21,96.42,7.23,7.67,AA-,AA-,A-,8.7,0.9642000000000001,-0.6399999999999997,0.4399999999999995,18,18,15,True
1S9JN1QS0,16.25,4.26,1.98,93.14,5.11,5.11,AA-,AA,BBB-,6.3,0.9314,-2.28,0.0,18,19,12,True
U3LVWEDN1,17.63,8.89,7.56,91.91,8.92,8.98,A-,A+,A-,5.5,0.9190999999999999,-1.330000000000001,0.0600000000000005,15,17,15,True
EUU8KI4N9,11.62,5.87,4.33,76.85,6.0,6.19,A+,BBB+,AAA,6.9,0.7685,-1.54,0.1900000000000004,17,14,21,True
YX9V84TB9,14.87,8.55,5.49,83.5,9.37,10.33,AA,AAA,A-,6.2,0.835,-3.0600000000000005,0.9600000000000009,19,21,15,True
QTQX73796,13.69,4.68,3.56,96.72,4.12,4.42,A,AA-,A+,7.2,0.9672,-1.1199999999999997,0.2999999999999998,16,18,17,True
9LHDYBFO4,6.78,6.41,5.71,107.15,5.93,6.27,A,AA+,A+,9.0,1.0715000000000001,-0.7000000000000002,0.33999999999999986,16,20,17,True
VXDPT0YL0,18.38,6.15,3.33,82.42,6.1,6.34,A,AA+,AA-,8.9,0.8242,-2.8200000000000003,0.2400000000000002,16,20,18,True
OS8JBYDT1,19.59,7.38,7.54,109.08,6.97,7.09,A,A+,A,4.9,1.0908,0.16000000000000014,0.1200000000000001,16,17,16,True
J8F0YXXA3,8.16,6.34,2.71,76.11,6.36,6.85,A+,AAA,BBB+,6.4,0.7611,-3.63,0.4899999999999993,17,21,14,True
AU5FBTNS4,4.18,8.7,4.71,102.13,8.52,8.52,A,A,AAA,8.5,1.0212999999999999,-3.9899999999999993,0.0,16,16,21,True
VTXGEUPV1,8.28,6.35,3.26,89.05,6.27,6.27,AA,A+,AA,4.6,0.8905,-3.09,0.0,19,17,19,True
TPICLTQG0,4.62,6.81,6.78,82.13,6.63,7.34,BBB+,BBB,AA-,3.3,0.8212999999999999,-0.02999999999999936,0.71,14,13,18,True
RN6FN07A9,7.83,6.69,5.26,79.66,6.86,6.98,AA,AA-,A+,7.9,0.7966,-1.4300000000000006,0.1200000000000001,19,18,17,True
25IYTRUO5,7.65,10.35,8.05,99.07,9.98,10.15,A+,A-,A+,6.9,0.9906999999999999,-2.299999999999999,0.16999999999999993,17,15,17,True
GV46LBA35,12.04,11.18,7.56,71.11,10.84,11.33,A+,AA-,AA-,3.8,0.7111,-3.62,0.4900000000000002,17,18,18,True
6VYV8YXN3,9.44,4.03,4.25,111.29,3.4,3.4,AAA,A-,AAA,7.1,1.1129,0.21999999999999975,0.0,21,15,21,True
WZ7P6EF91,30.0,8.99,8.73,114.54,8.79,9.03,AA+,AA-,A+,4.4,1.1454,-0.2599999999999998,0.2400000000000002,20,18,17,True
Y6K0IRXT7,9.47,5.71,6.12,92.77,5.17,5.28,A+,A-,A+,6.2,0.9277,0.41000000000000014,0.11000000000000032,17,15,17,True
4P6VSAH43,22.19,6.8,4.94,109.45,7.07,7.17,A+,AA,AA,7.6,1.0945,-1.8599999999999994,0.09999999999999964,17,19,19,True
LZAOFE5A4,9.7,11.13,7.57,81.96,11.64,11.64,AAA,AAA,AA,3.7,0.8195999999999999,-3.5600000000000005,0.0,21,21,19,True
8G8KN3GV6,8.35,7.4,5.72,82.23,8.06,8.54,AA,AA+,BBB+,6.4,0.8223,-1.6800000000000006,0.47999999999999865,19,20,14,True
OPPQ932B3,16.94,6.66,4.11,92.17,6.86,6.94,A-,A+,AA-,4.6,0.9217,-2.55,0.08000000000000007,15,17,18,True
GCLOSPT08,9.16,10.24,4.28,73.23,10.05,10.05,AA-,A,BBB+,3.1,0.7323000000000001,-5.96,0.0,18,16,14,True
MAEDYKK98,10.04,5.32,2.81,77.54,5.45,5.7,AA-,BBB,AA+,9.2,0.7754000000000001,-2.5100000000000002,0.25,18,13,20,True
HCG3PF9B2,9.02,7.39,5.28,99.14,7.87,8.22,AA,AAA,BBB+,5.9,0.9914000000000001,-2.1099999999999994,0.35000000000000053,19,21,14,True
HZACFW9T4,8.27,9.82,4.23,64.39,9.78,9.84,BBB+,BBB-,A,6.2,0.6439,-5.59,0.0600000000000005,14,12,16,True
IF5QHYKX7,6.66,7.28,5.11,91.01,7.74,8.25,AA,AA,A,4.0,0.9101,-2.17,0.5099999999999998,19,19,16,True
15819PFZ7,10.39,5.09,2.09,91.63,5.81,5.94,A-,A,AA,5.8,0.9163,-3.0,0.13000000000000078,15,16,19,True
1CPHHUV41,7.66,4.21,2.73,86.74,4.1,4.1,BBB+,AA+,A,8.9,0.8674,-1.48,0.0,14,20,16,True
7AUQTKN70,8.95,7.76,5.57,96.83,8.41,8.41,AA-,A,AAA,10.0,0.9682999999999999,-2.1899999999999995,0.0,18,16,21,True
IKE2ROV01,11.11,7.56,7.42,105.38,8.12,8.53,A+,A+,A+,3.0,1.0537999999999998,-0.13999999999999968,0.41000000000000014,17,17,17,True
ELYU52TN7,12.15,9.56,6.95,91.55,8.84,8.9,A+,A-,AA,5.5,0.9155,-2.6100000000000003,0.0600000000000005,17,15,19,True
M9NB1MGY9,24.44,9.2,5.22,66.53,8.98,9.09,A-,AA+,AA,5.8,0.6653,-3.9799999999999995,0.10999999999999943,15,20,19,True
4VSASQJL1,9.96,8.21,6.86,111.32,8.36,8.39,AAA,A-,AA+,5.8,1.1132,-1.3500000000000005,0.030000000000001137,21,15,20,True
E6YV3U5S4,11.34,6.72,4.67,90.52,6.5,7.08,AA-,AA,A+,8.5,0.9052,-2.05,0.5800000000000001,18,19,17,True
NY5ASQXW9,30.0,8.62,6.64,86.67,8.32,8.32,A+,AA-,AA-,3.7,0.8667,-1.9799999999999995,0.0,17,18,18,True
4NTIHVHK6,19.09,8.48,7.25,100.68,9.18,9.91,AA-,A+,AA-,6.1,1.0068000000000001,-1.2300000000000004,0.7300000000000004,18,17,18,True
3FD6M3IZ3,10.14,6.55,4.08,80.87,6.75,6.99,A,AAA,BBB+,5.8,0.8087000000000001,-2.4699999999999998,0.2400000000000002,16,21,14,True
NPXIN3G27,11.18,9.73,7.2,87.96,10.19,10.41,AA+,AA,A+,8.6,0.8795999999999999,-2.5300000000000002,0.22000000000000064,20,19,17,True
AZOA8FKJ0,22.84,5.77,5.67,103.89,6.62,6.81,A-,A+,AA-,5.3,1.0389,-0.09999999999999964,0.1899999999999995,15,17,18,True
IIEGPTCL8,5.5,4.32,3.67,104.86,4.37,4.37,AA-,A+,AA+,7.4,1.0486,-0.6500000000000004,0.0,18,17,20,True
0QGSU1EP5,6.39,9.95,6.85,77.41,10.13,10.36,AA-,A,AA+,8.1,0.7741,-3.0999999999999996,0.22999999999999865,18,16,20,True
LGOM9YV62,15.18,4.1,4.8,106.84,4.28,4.28,A,AA-,BBB,5.5,1.0684,0.7000000000000002,0.0,16,18,13,True
2Z9OF0E07,10.84,8.44,6.1,71.8,8.72,8.72,AA-,AA-,A-,6.6,0.718,-2.34,0.0,18,18,15,True
GENQQATM6,8.9,0.0,0.0,86.61,0.07,0.17,A+,AA,A-,2.8,0.8661,0.0,0.1,17,19,15,True
S346TP607,11.8,11.26,7.83,68.86,10.78,10.78,A,AAA,AA+,3.2,0.6886,-3.4299999999999997,0.0,16,21,20,True
NNFMS6AG7,8.31,2.7,4.08,110.26,2.56,3.05,AA-,AA,AA-,8.4,1.1026,1.38,0.48999999999999977,18,19,18,True
F4WQGH0G3,21.55,5.57,2.64,68.55,5.9,6.05,AA-,A,AA,4.7,0.6855,-2.93,0.14999999999999947,18,16,19,True
7KU10MPZ7,7.97,6.83,4.03,79.39,6.85,6.95,AA-,A+,A+,6.1,0.7939,-2.8,0.10000000000000053,18,17,17,True
QLJAHHLM7,6.9,5.85,2.93,89.26,5.71,6.13,A+,AA-,AA+,8.3,0.8926000000000001,-2.9199999999999995,0.41999999999999993,17,18,20,True
